District Name,Taluk Name,Market Name,Address,Telephone,Commodity,Year,Month,Arrival,Unit,Price
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Carrot,2012,Jun,24,Quintal   ,2174
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Cauliflower,2012,Jun,44,Quintal   ,2519
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Chapparada Avare,2012,Jun,43,Quintal   ,2519
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Coconut  ,2012,Jun,14500,Numbers ,3344
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Coriander Seed,2012,Jun,26,Quintal   ,2541
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Cucumbar,2012,Jun,381,Quintal   ,2856
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Green Chilly,2012,Jun,55,Quintal   ,2397
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Jaggery,2012,Jun,40,Quintal   ,2493
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Knool Khol,2012,Jun,55,Quintal   ,3129
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Ladies Finger,2012,Jun,60,Quintal   ,2825
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Maize,2012,Jun,10027,Quintal   ,3881
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Paddy,2012,Jun,274,Quintal   ,1035
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Raddish,2012,Jun,54,Quintal   ,1924
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Ragi,2012,Jun,160,Quintal   ,1880
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Rice,2012,Jun,3203,Quintal   ,3465
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Ridgeguard,2012,Jun,67,Quintal   ,3594
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Tomato,2012,Jun,614,Quintal   ,2194
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Banana Green,2012,Jul,56,Quintal   ,3991
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Beans,2012,Jul,57,Quintal   ,3444
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Bitter Gourd,2012,Jul,53,Quintal   ,3948
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Brinjal,2012,Jul,56,Quintal   ,3256
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Cabbage,2012,Jul,52,Quintal   ,3559
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Carrot,2012,Jul,40,Quintal   ,2087
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Cauliflower,2012,Jul,46,Quintal   ,2156
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Chapparada Avare,2012,Jul,46,Quintal   ,1230
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Coconut  ,2012,Jul,18150,Numbers ,2852
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Cucumbar,2012,Jul,370,Quintal   ,2282
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Green Chilly,2012,Jul,62,Quintal   ,2589
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Knool Khol,2012,Jul,56,Quintal   ,3025
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Ladies Finger,2012,Jul,83,Quintal   ,1165
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Maize,2012,Jul,6718,Quintal   ,3524
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Raddish,2012,Jul,60,Quintal   ,3275
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Ragi,2012,Jul,130,Quintal   ,3128
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Rice,2012,Jul,6374,Quintal   ,3016
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Ridgeguard,2012,Jul,55,Quintal   ,1854
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Tomato,2012,Jul,580,Quintal   ,2205
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Turmeric,2012,Jul,73,Quintal   ,2062
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Banana Green,2012,Aug,61,Quintal   ,3645
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Beans,2012,Aug,59,Quintal   ,2295
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Bitter Gourd,2012,Aug,50,Quintal   ,1269
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Brinjal,2012,Aug,51,Quintal   ,1755
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Cabbage,2012,Aug,68,Quintal   ,2231
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Carrot,2012,Aug,50,Quintal   ,2323
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Cauliflower,2012,Aug,140,Quintal   ,2902
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Chapparada Avare,2012,Aug,37,Quintal   ,1854
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Coconut  ,2012,Aug,21370,Numbers ,1231
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Cucumbar,2012,Aug,371,Quintal   ,2165
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Green Chilly,2012,Aug,55,Quintal   ,3982
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Knool Khol,2012,Aug,46,Quintal   ,3492
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Ladies Finger,2012,Aug,52,Quintal   ,3001
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Maize,2012,Aug,4996,Quintal   ,3305
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Raddish,2012,Aug,60,Quintal   ,1176
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Rice,2012,Aug,3388,Quintal   ,2248
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Ridgeguard,2012,Aug,47,Quintal   ,1947
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Tomato,2012,Aug,502,Quintal   ,3752
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Wheat,2012,Aug,1617,Quintal   ,2314
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Banana Green,2012,Sep,56,Quintal   ,1844
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Beans,2012,Sep,43,Quintal   ,3405
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Bitter Gourd,2012,Sep,39,Quintal   ,1407
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Brinjal,2012,Sep,49,Quintal   ,3750
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Cabbage,2012,Sep,59,Quintal   ,2379
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Carrot,2012,Sep,48,Quintal   ,2142
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Cauliflower,2012,Sep,34,Quintal   ,3758
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Chapparada Avare,2012,Sep,42,Quintal   ,2693
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Coconut  ,2012,Sep,9960,Numbers ,1573
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Cucumbar,2012,Sep,328,Quintal   ,3810
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Green Chilly,2012,Sep,49,Quintal   ,2950
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Knool Khol,2012,Sep,38,Quintal   ,2364
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Ladies Finger,2012,Sep,50,Quintal   ,3748
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Maize,2012,Sep,1708,Quintal   ,2657
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Raddish,2012,Sep,48,Quintal   ,2550
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Ragi,2012,Sep,55,Quintal   ,1535
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Rice,2012,Sep,817,Quintal   ,2861
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Ridgeguard,2012,Sep,47,Quintal   ,3314
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Tomato,2012,Sep,419,Quintal   ,2783
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Alasandikai,2012,Oct,2,Quintal   ,2326
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Banana Green,2012,Oct,46,Quintal   ,1022
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Beans,2012,Oct,51,Quintal   ,3561
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Bitter Gourd,2012,Oct,39,Quintal   ,3767
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Brinjal,2012,Oct,48,Quintal   ,1435
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Cabbage,2012,Oct,41,Quintal   ,2179
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Carrot,2012,Oct,47,Quintal   ,1083
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Cauliflower,2012,Oct,40,Quintal   ,2611
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Chapparada Avare,2012,Oct,35,Quintal   ,1414
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Coconut  ,2012,Oct,7150,Numbers ,3495
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Cowpea (Veg),2012,Oct,3,Quintal   ,1099
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Cucumbar,2012,Oct,324,Quintal   ,1150
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Green Chilly,2012,Oct,47,Quintal   ,3100
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Knool Khol,2012,Oct,41,Quintal   ,1963
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Ladies Finger,2012,Oct,46,Quintal   ,3038
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Maize,2012,Oct,2412,Quintal   ,3663
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Paddy,2012,Oct,496,Quintal   ,1561
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Raddish,2012,Oct,49,Quintal   ,3539
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Ragi,2012,Oct,110,Quintal   ,1587
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Rice,2012,Oct,862,Quintal   ,2837
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Ridgeguard,2012,Oct,47,Quintal   ,3552
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Tomato,2012,Oct,381,Quintal   ,3495
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Turmeric,2012,Oct,246,Quintal   ,2951
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Alasandikai,2012,Nov,5,Quintal   ,1005
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Banana Green,2012,Nov,51,Quintal   ,2231
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Beans,2012,Nov,52,Quintal   ,3839
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Bitter Gourd,2012,Nov,53,Quintal   ,3229
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Brinjal,2012,Nov,54,Quintal   ,3914
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Cabbage,2012,Nov,55,Quintal   ,2893
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Carrot,2012,Nov,49,Quintal   ,3431
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Cauliflower,2012,Nov,49,Quintal   ,1857
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Chapparada Avare,2012,Nov,38,Quintal   ,2636
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Cowpea (Veg),2012,Nov,17,Quintal   ,2259
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Cucumbar,2012,Nov,353,Quintal   ,2846
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Green Chilly,2012,Nov,46,Quintal   ,2581
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Knool Khol,2012,Nov,44,Quintal   ,3605
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Ladies Finger,2012,Nov,50,Quintal   ,2407
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Maize,2012,Nov,1858,Quintal   ,1294
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Raddish,2012,Nov,48,Quintal   ,2817
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Rice,2012,Nov,686,Quintal   ,1641
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Ridgeguard,2012,Nov,52,Quintal   ,2135
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Tomato,2012,Nov,463,Quintal   ,1834
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Alasandikai,2012,Dec,38,Quintal   ,3501
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Banana Green,2012,Dec,47,Quintal   ,3066
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Beans,2012,Dec,49,Quintal   ,1280
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Bitter Gourd,2012,Dec,53,Quintal   ,2057
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Brinjal,2012,Dec,58,Quintal   ,1401
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Cabbage,2012,Dec,56,Quintal   ,2058
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Carrot,2012,Dec,54,Quintal   ,3443
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Cauliflower,2012,Dec,42,Quintal   ,2669
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Chapparada Avare,2012,Dec,44,Quintal   ,2837
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Coconut  ,2012,Dec,17600,Numbers ,2942
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Cucumbar,2012,Dec,399,Quintal   ,2780
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Green Avare (W),2012,Dec,2,Quintal   ,1800
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Green Chilly,2012,Dec,52,Quintal   ,2936
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Knool Khol,2012,Dec,40,Quintal   ,3028
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Ladies Finger,2012,Dec,59,Quintal   ,2058
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Maize,2012,Dec,68313,Quintal   ,1089
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Paddy,2012,Dec,493,Quintal   ,1463
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Raddish,2012,Dec,53,Quintal   ,1209
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Ragi,2012,Dec,250,Quintal   ,1725
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Rice,2012,Dec,3191,Quintal   ,1035
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Ridgeguard,2012,Dec,53,Quintal   ,2729
Bangalore Rural,DodBallapur,DODDABALLAPUR,SECRETARY  APMC DODDABALLAPUR-561203,"7622114,7627112",Tomato,2012,Dec,442,Quintal   ,2004
Bangalore Urban•,Bangalore North,BANGALORE,"MAHATMA GANDHI COMPLEX,  BANGALORE  560 022",08023372280,Alasande Gram,2012,Jan,1315,Quintal   ,1878
Bangalore Urban•,Bangalore North,BANGALORE,"MAHATMA GANDHI COMPLEX,  BANGALORE  560 022",08023372280,Arecanut,2012,Jan,442,Quintal   ,4134
Bangalore Urban•,Bangalore North,BANGALORE,"MAHATMA GANDHI COMPLEX,  BANGALORE  560 022",08023372280,Avare,2012,Jan,374,Quintal   ,3224
Bangalore Urban•,Bangalore North,BANGALORE,"MAHATMA GANDHI COMPLEX,  BANGALORE  560 022",08023372280,Avaredal,2012,Jan,1066,Quintal   ,1422
Bangalore Urban•,Bangalore North,BANGALORE,"MAHATMA GANDHI COMPLEX,  BANGALORE  560 022",08023372280,Bajra,2012,Jan,623,Quintal   ,2374
Bangalore Urban•,Bangalore North,BANGALORE,"MAHATMA GANDHI COMPLEX,  BANGALORE  560 022",08023372280,Bengal Gramdal,2012,Jan,23434,Quintal   ,1205
Bangalore Urban•,Bangalore North,BANGALORE,"MAHATMA GANDHI COMPLEX,  BANGALORE  560 022",08023372280,Bengalgram,2012,Jan,6278,Quintal   ,1754
Bangalore Urban•,Bangalore North,BANGALORE,"MAHATMA GANDHI COMPLEX,  BANGALORE  560 022",08023372280,Black Gramdal,2012,Jan,20827,Quintal   ,3024
Bangalore Urban•,Bangalore North,BANGALORE,"MAHATMA GANDHI COMPLEX,  BANGALORE  560 022",08023372280,Black Pepper,2012,Jan,10,Quintal   ,1585
Bangalore Urban•,Bangalore North,BANGALORE,"MAHATMA GANDHI COMPLEX,  BANGALORE  560 022",08023372280,Blackgram,2012,Jan,1521,Quintal   ,2587
Bangalore Urban•,Bangalore North,BANGALORE,"MAHATMA GANDHI COMPLEX,  BANGALORE  560 022",08023372280,Chennangidal,2012,Jan,5540,Quintal   ,3394
Bangalore Urban•,Bangalore North,BANGALORE,"MAHATMA GANDHI COMPLEX,  BANGALORE  560 022",08023372280,Coconut  ,2012,Jan,2493284,Numbers ,3981
Bangalore Urban•,Bangalore North,BANGALORE,"MAHATMA GANDHI COMPLEX,  BANGALORE  560 022",08023372280,Copra,2012,Jan,58,Quintal   ,1055
Bangalore Urban•,Bangalore North,BANGALORE,"MAHATMA GANDHI COMPLEX,  BANGALORE  560 022",08023372280,Coriander Seed,2012,Jan,6037,Quintal   ,2980
Bangalore Urban•,Bangalore North,BANGALORE,"MAHATMA GANDHI COMPLEX,  BANGALORE  560 022",08023372280,Dry Chillies,2012,Jan,6353,Quintal   ,3180
Bangalore Urban•,Bangalore North,BANGALORE,"MAHATMA GANDHI COMPLEX,  BANGALORE  560 022",08023372280,Dry Grapes,2012,Jan,40,Quintal   ,1692
Bangalore Urban•,Bangalore North,BANGALORE,"MAHATMA GANDHI COMPLEX,  BANGALORE  560 022",08023372280,Garlic,2012,Jan,27880,Quintal   ,3306
Bangalore Urban•,Bangalore North,BANGALORE,"MAHATMA GANDHI COMPLEX,  BANGALORE  560 022",08023372280,Ginger,2012,Jan,891,Quintal   ,2960
Bangalore Urban•,Bangalore North,BANGALORE,"MAHATMA GANDHI COMPLEX,  BANGALORE  560 022",08023372280,Green Ginger,2012,Jan,11235,Quintal   ,1510
Bangalore Urban•,Bangalore North,BANGALORE,"MAHATMA GANDHI COMPLEX,  BANGALORE  560 022",08023372280,Green Gramdal,2012,Jan,13106,Quintal   ,3504
Bangalore Urban•,Bangalore North,BANGALORE,"MAHATMA GANDHI COMPLEX,  BANGALORE  560 022",08023372280,Green Peas,2012,Jan,8894,Quintal   ,2019
Bangalore Urban•,Bangalore North,BANGALORE,"MAHATMA GANDHI COMPLEX,  BANGALORE  560 022",08023372280,Greengram,2012,Jan,6683,Quintal   ,2305
Bangalore Urban•,Bangalore North,BANGALORE,"MAHATMA GANDHI COMPLEX,  BANGALORE  560 022",08023372280,Groundnut,2012,Jan,2651,Quintal   ,1056
Bangalore Urban•,Bangalore North,BANGALORE,"MAHATMA GANDHI COMPLEX,  BANGALORE  560 022",08023372280,Groundnut Seed,2012,Jan,1260,Quintal   ,2250
